no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
851,마하차이 서울숲점,서울숲,아시안,태국,태국음식,똠양꿍,"예약, 점심식사, 저녁식사, 저녁, 점심, 아침, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 661-4,02-468-7799,푸팟퐁커리덮밥,"15,000원",오믈렛팟타이,"12,000원",https://www.diningcode.com/profile.php?rid=qQ2AvXeq3syC,4.3,58,3,0.5,124.7, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54586667,127.0449775,C:\projects\blackmamba\media\851_01.jpg,C:\projects\blackmamba\media\851_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
328,뽈로파스타,서울숲,양식,파스타,파스타,뽈로,"예쁜, 바테이블, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-467,0507-1376-0394,부챗살 스테이크 & 감자튀김,"39,000원",THICK 베이컨 & 메이플 시럽,"14,000원",https://www.diningcode.com/profile.php?rid=nDWMKbBxYsT1,4.7,53,7,0.5,124.55, 11:30 - 21:30,,휴무일,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,,37.54727218,127.0403746,C:\projects\blackmamba\media\328_01.jpg,C:\projects\blackmamba\media\328_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
9,정이담,서울숲,한식,백반,한식,한정식,"깔끔한, 점심식사, 저녁식사, 저녁, 점심, 룸식당, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-700 디타워 서울포레스트 B1,02-6233-7630,트러플오일 버섯 큐브스테이크(저녁),"45,000원",LA갈비,"35,000원",https://www.diningcode.com/profile.php?rid=EJnsA3qXB0NG,4,62,1,0.5,124, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00, 11:00 - 22:00, 15:30 - 17:00,37.54446379,127.0438474,C:\projects\blackmamba\media\9_01.jpg,C:\projects\blackmamba\media\9_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
320,201호,성수,양식,샌드위치,오픈샌드위치,브런치카페,"캐주얼한, 아침식사, 점심식사, 셀프바, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-1013 2층,0507-1366-5864,프리타타 플래터,"19,000원",프렌치 토스트 플래터,"19,000원",https://www.diningcode.com/profile.php?rid=XebSrvGgfZ7Q,4,62,4,0.5,124,휴무일,, 10:00 - 18:00,, 10:00 - 18:00,, 10:00 - 18:00,, 10:00 - 18:00,, 10:00 - 18:00,, 10:00 - 18:00,,37.54632191,127.0471505,C:\projects\blackmamba\media\320_01.jpg,C:\projects\blackmamba\media\320_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
502,땅코참숯구이 성수직영점,성수,한식,삼겹살,삼겹살,고기집,"서민적인, 저녁식사, 저녁, 연탄불, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 271-23 1층,0507-1423-0191,목살 200g,"19,000원",삼겹살 200g,"19,000원",https://www.diningcode.com/profile.php?rid=I4sebsfiRfpL,4,62,2,0.5,124, 16:00 - 22:40,, 16:00 - 22:40,, 16:00 - 22:40,, 16:00 - 22:40,, 16:00 - 22:40,, 13:00 - 22:40,, 13:00 - 22:40,,37.54185236,127.058354,C:\projects\blackmamba\media\502_01.jpg,C:\projects\blackmamba\media\502_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
303,콩카세,성수동,양식,샐러드,샐러드,파스타,"깔끔한, 점심식사, 저녁식사, 콜키지, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-70,0507-1409-2324,감자뇨끼,"18,000원",라자냐,"22,000원",https://www.diningcode.com/profile.php?rid=QzWfIXzqMNOZ,3.7,67,10,0.5,123.95, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00, 11:30 - 21:30, 15:30 - 17:00,37.54680361,127.0430693,C:\projects\blackmamba\media\303_01.jpg,C:\projects\blackmamba\media\303_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
120,초이다이닝 성수점,성수,한식,백반,연어,후토마끼,"캐주얼한, 점심식사, 저녁식사, 점심, 포장가능",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 321-7 2층 201호,0507-1498-5055,덮밥세트,"33,900원",파스타세트,"36,900원",https://www.diningcode.com/profile.php?rid=Fpxp2MZc6UzU,4.2,59,10,0.5,123.9, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00,37.54247718,127.0548314,C:\projects\blackmamba\media\120_01.jpg,C:\projects\blackmamba\media\120_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
368,노가리마켓 서울숲,서울숲,술집,술집,노가리,술집,"캐주얼한, 저녁식사, 테라스, 야외테라스, 셀프바",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-122,0507-1350-3470,로제크림순살치킨,"19,000원",바지락술찜,"19,000원",https://www.diningcode.com/profile.php?rid=y1orhpTZFmcj,4.2,59,5,0.5,123.9, 15:30 - 01:00,, 15:30 - 01:00,, 15:30 - 01:00,, 14:30 - 01:00,, 15:30 - 02:00,, 14:30 - 02:00,, 14:30 - 01:00,,37.54617668,127.0438548,C:\projects\blackmamba\media\368_01.jpg,C:\projects\blackmamba\media\368_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
658,어묵나라,성수역,한식,분식,떡볶이,어묵,"서민적인, 아침식사, 저녁, 점심, 아침",FALSE,FALSE,FALSE,FALSE,FALSE,서울 성동구 성수동2가 300-1,,부산어묵,"1,000원",쌀떡볶이,"3,500원",https://www.diningcode.com/profile.php?rid=Nki7b98zlglg,4.2,59,5,0.5,123.9,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54468253,127.0569828,C:\projects\blackmamba\media\658_01.jpg,C:\projects\blackmamba\media\658_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
941,피카워크샵,성수,카페,카페,카페,디저트,"예쁜, 아침식사, 점심식사, 저녁, 점심, 테이크아웃, 로스터리, 반려동물동반, 할인",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 13-384,0507-1400-0168,아메리카노,"4,000원",라떼,"4,500원",https://www.diningcode.com/profile.php?rid=nbS3GcgX3zNx,4.2,59,3,0.5,123.9, 08:30 - 18:30,, 08:30 - 18:30,, 08:30 - 18:30,, 10:30 - 18:30,, 08:30 - 18:30,, 10:30 - 18:30,,휴무일,,37.55027769,127.0503269,C:\projects\blackmamba\media\941_01.jpg,C:\projects\blackmamba\media\941_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
786,더블하이트 갤러리카페,성수동,카페,카페,갤러리카페,,"캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 넓은테이블, 반려동물동반",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동2가 321-29 2층,02-464-3004,아몬드크림라떼,"6,000원",버터스카치크림,"6,300원",https://www.diningcode.com/profile.php?rid=uxH65S8TLRlu,4.5,55,3,0.5,123.75, 08:30 - 20:00,, 08:30 - 20:00,, 08:30 - 20:00,, 12:00 - 20:00,, 08:30 - 20:00,, 12:00 - 20:00,, 12:00 - 20:00,,37.54173204,127.054665,C:\projects\blackmamba\media\786_01.jpg,C:\projects\blackmamba\media\786_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
844,노이,성수동,아시안,쌀국수,쌀국수,나시고랭,"이국적/이색적, 점심식사, 저녁식사, 저녁, 점심, 테라스, 포장가능, 바테이블",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 328-74,0507-1438-7576,소고기쌀국수,"10,000원",나시고랭,"11,000원",https://www.diningcode.com/profile.php?rid=JKjWmQUA4qB0,4.5,55,9,0.5,123.75, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.53981653,127.0559918,C:\projects\blackmamba\media\844_01.jpg,C:\projects\blackmamba\media\844_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
560,성수찰순대국,뚝섬역,한식,국밥,순대국,얼큰순대국,"얼큰, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-832,0507-1371-1068,얼큰순대국,"10,500원",술국,"17,000원",https://www.diningcode.com/profile.php?rid=a0BkmXy0JmEi,4.4,56,2,0.5,123.2, 10:00 - 22:00, 16:00 - 17:00, 10:00 - 22:00, 16:00 - 17:00, 10:00 - 22:00, 16:00 - 17:00, 10:00 - 21:00,, 10:00 - 22:00, 16:00 - 17:00, 09:00 - 21:00,, 09:00 - 21:00,,37.54833728,127.0468868,C:\projects\blackmamba\media\560_01.jpg,C:\projects\blackmamba\media\560_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
136,성수초밥 성수점,성수동,일식,초밥,스시,우동,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 셀프코너, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 339-137,02-466-5988,특선초밥과미니우동,"17,000원",,,https://www.diningcode.com/profile.php?rid=LHb9cf6NANRf,4.1,60,6,0.5,123, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30, 11:30 - 22:00, 15:00 - 16:30,37.53950557,127.0548851,C:\projects\blackmamba\media\136_01.jpg,C:\projects\blackmamba\media\136_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
417,리프레쉬먼트,성수,카페,카페,카페,토마토샐러드,"조용한, 점심식사, 저녁식사, 반려동물동반, 바테이블, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 705,0507-1312-9041,잠봉 뵈르 샌드위치,"8,000원",연어 베이글 샌드위치,"9,000원",https://www.diningcode.com/profile.php?rid=OwowaNj2BwVX,4.1,60,6,0.5,123,휴무일,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,,휴무일,,37.55066765,127.047266,C:\projects\blackmamba\media\417_01.jpg,C:\projects\blackmamba\media\417_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
423,아방베이커리 서울숲점,서울숲,카페,카페,카페,베이커리,"깔끔한, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-700,02-6233-7625,우유 크림 스콘,"5,900원",크루키,"6,900원",https://www.diningcode.com/profile.php?rid=A5sd4FYWK8JR,4.1,60,6,0.5,123, 10:00 - 21:30,, 10:00 - 21:30,, 10:00 - 21:30,, 10:00 - 21:30,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 21:30,,37.54446379,127.0438474,C:\projects\blackmamba\media\423_01.jpg,C:\projects\blackmamba\media\423_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
113,미도일식,성수동,한식,회,횟집,일식집,"푸짐한, 점심식사, 저녁식사, 저녁, 점심, 개별룸, 예약필수, 주차",TRUE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 300-1,02-461-5167,정식,"25,000원",특정식,"30,000원",https://www.diningcode.com/profile.php?rid=c9zqJJix9k8s,3.9,63,4,0.5,122.85, 11:30 - 22:30, 15:00 - 17:00, 11:30 - 22:30, 15:00 - 17:00, 11:30 - 22:30, 15:00 - 17:00, 11:30 - 22:30, 15:00 - 17:00, 11:30 - 22:30, 15:00 - 17:00, 11:30 - 22:30, 15:00 - 17:00,휴무일,,37.54468253,127.0569828,C:\projects\blackmamba\media\113_01.jpg,C:\projects\blackmamba\media\113_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
89,연탄요릿집,성수,술집,술집,술집,막창,"노포, 저녁식사, 새벽, 저녁, 연탄구이, 연탄불",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 565-20,010-5953-5675,<시그니처>레몬사와,"6,000원","오징어 순대누룽지,홍에무침(전라도식)","22,000원",https://www.diningcode.com/profile.php?rid=1iF92iYSMccX,4.3,57,3,0.5,122.55,휴무일,, 16:30 - 04:00,, 16:30 - 04:00,, 16:30 - 04:00,, 16:30 - 04:00,, 16:30 - 04:00,, 16:30 - 04:00,,37.5375473,127.0551623,C:\projects\blackmamba\media\89_01.jpg,C:\projects\blackmamba\media\89_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
185,100회,성수동,한식,회,횟집,돈까스,"깔끔한, 점심식사, 저녁식사, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 72-100,02-461-7506,모듬회 - 참치 연어,"39,000원",요리세트,"33,000원",https://www.diningcode.com/profile.php?rid=DuIp6lCfNvQg,5,49,1,0.5,122.5, 11:00 - 22:00, 14:00 - 17:00, 11:00 - 22:00, 14:00 - 17:00, 11:00 - 22:00, 14:00 - 17:00, 11:00 - 22:00, 14:00 - 17:00, 11:00 - 22:00, 14:00 - 17:00, 11:00 - 22:00, 14:00 - 17:00,휴무일,,37.54071321,127.0486537,C:\projects\blackmamba\media\185_01.jpg,C:\projects\blackmamba\media\185_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
914,음악창고,성수동,양식,와인바,LP바,LP,"음악감상, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동2가 339-23,0507-1356-3041,카스,"6,000원",클라우드,"6,500원",https://www.diningcode.com/profile.php?rid=C9Fn5Ylq8KPx,5,49,2,0.5,122.5, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,, 18:00 - 01:00,,휴무일,,37.53904849,127.0546896,C:\projects\blackmamba\media\914_01.jpg,C:\projects\blackmamba\media\914_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
717,청키드,성수동,카페,디저트,디저트,파이,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 아침, 테이크아웃, 바테이블",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 289-262,0507-1355-2504,오리지널 그레이비 파이,"4,300원",부추 크림 치즈 파스타,"7,900원",https://www.diningcode.com/profile.php?rid=WfPCq23j6h5n,3.7,66,6,0.5,122.1, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00, 10:30 - 19:00, 15:00 - 16:00,37.54718108,127.0551174,C:\projects\blackmamba\media\717_01.jpg,C:\projects\blackmamba\media\717_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
935,레몬그라스,성수,아시안,태국,태국음식,,"이국적/이색적, 점심식사, 저녁식사, 예약가능",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 316-22 1층,010-4459-7022,Yum Som Rut,"8,000원",Green Curry,"14,000원",https://www.diningcode.com/profile.php?rid=eJ4aDUGJrQc7,3.7,66,0,0.5,122.1,휴무일,,휴무일,, 11:30 - 20:30, 15:00 - 17:00, 11:30 - 20:30, 15:00 - 17:00, 11:30 - 20:30, 15:00 - 17:00, 12:00 - 20:30, 15:00 - 17:00, 12:00 - 20:30, 15:00 - 17:00,37.54341529,127.0542765,C:\projects\blackmamba\media\935_01.jpg,C:\projects\blackmamba\media\935_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
88,서울숲쭈꾸미,서울숲,한식,해물,쭈꾸미,쭈꾸미볶음,"서민적인, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-320 동아아파트,02-467-7797,황태구이,"8,000원",쭈꾸미볶음,"8,000원",https://www.diningcode.com/profile.php?rid=ZYHCWb5XJ7zO,4,61,6,0.5,122, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,,37.54437839,127.0459502,C:\projects\blackmamba\media\88_01.jpg,C:\projects\blackmamba\media\88_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
304,아파스타먼,성수,양식,파스타,파스타,,"캐주얼한, 점심식사, 저녁식사, 저녁, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-816,0507-1464-5453,K-삼겹파스타(쌈장오일파스타),"16,900원",마라크림파스타,"16,900원",https://www.diningcode.com/profile.php?rid=R5PzH0KWfokU,4,61,3,0.5,122, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00,37.54553931,127.0460008,C:\projects\blackmamba\media\304_01.jpg,C:\projects\blackmamba\media\304_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
518,라온석갈비,성수,한식,고깃집,고깃집,꽃갈비,"깔끔한, 점심식사, 저녁식사, 점심, 개별룸, 대형룸, 칸막이, 무료주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 289-9,0507-1438-1616,꽃갈비,"29,000원",la양념갈비,"35,000원",https://www.diningcode.com/profile.php?rid=KyKwbc6t2iYI,4,61,2,0.5,122, 11:30 - 21:30, 15:00 - 16:30, 11:30 - 21:30, 15:00 - 16:30, 11:30 - 21:30, 15:00 - 16:30, 11:30 - 21:30, 15:00 - 16:30, 11:30 - 21:30, 15:00 - 16:30, 11:30 - 21:00, 15:00 - 16:30, 11:30 - 21:00, 15:00 - 16:30,37.54572696,127.0571904,C:\projects\blackmamba\media\518_01.jpg,C:\projects\blackmamba\media\518_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
45,금손,성수,술집,술집,술집,한식주점,"캐주얼한, 저녁식사, 저녁, 점심, 테라스",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 316-22 2층,0507-1368-3493,점심특선 고추장찌개,"10,000원",금손 고추장찌개,"24,000원",https://www.diningcode.com/profile.php?rid=rxA34m4ytk35,4.2,58,6,0.5,121.8, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 11:00 - 00:00, 15:00 - 17:00, 16:00 - 00:00,, 11:00 - 00:00, 15:00 - 17:00, 16:00 - 00:00,, 16:00 - 23:00,,37.54341529,127.0542765,C:\projects\blackmamba\media\45_01.jpg,C:\projects\blackmamba\media\45_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
322,세밀,성수,양식,뇨끼,뇨끼,파스타,"고급스러운, 점심식사, 저녁식사, 저녁, 콜키지",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 321-4,0507-1494-0325,브라운치즈 메이플 베이컨 고구마뇨끼,"22,800원",트러플 크림 감자뇨끼,"18,800원",https://www.diningcode.com/profile.php?rid=LclAWefSTZ2l,4.2,58,4,0.5,121.8, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 01:00,,37.54233012,127.0540918,C:\projects\blackmamba\media\322_01.jpg,C:\projects\blackmamba\media\322_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
333,에디슨바이댄,서울숲,양식,소시지,수제소시지,레스토랑,"캐주얼한, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-431,0507-1366-2365,Chimichurri 치킨 스테이크,"22,000원",Grilled Ribs&Potato,"36,000원",https://www.diningcode.com/profile.php?rid=sScxRVmoVQNz,4.2,58,3,0.5,121.8, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,,37.54745157,127.0406285,C:\projects\blackmamba\media\333_01.jpg,C:\projects\blackmamba\media\333_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
1077,이북집 성수점,성수역,한식,국밥,순대국,찹쌀순대,"서민적인, 아침식사, 점심식사, 저녁식사, 연중무휴, 저녁, 점심, 아침, 24시간영업, 셀프바, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 273-24,02-464-2270,이북집정식,"16,000원",순대국밥,"10,000원",https://www.diningcode.com/profile.php?rid=TlGNnMyZ1TCZ,3.8,64,6,0.5,121.6, 09:30 - 21:30, 15:30 - 16:30, 09:30 - 21:30, 15:30 - 16:30, 09:30 - 21:30, 15:30 - 16:30, 09:30 - 21:30, 15:30 - 16:30, 09:30 - 21:30, 15:30 - 16:30, 09:00 - 21:00, 15:30 - 16:30, 09:00 - 21:00, 15:30 - 16:30,37.54324485,127.0576312,C:\projects\blackmamba\media\1077_01.jpg,C:\projects\blackmamba\media\1077_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
